m1_prod_P1;m1_prod_P2;m1_prod_P3;m1_prod_P4;m2_prod_P1;m2_prod_P2;m2_prod_P3;m2_prod_P4;m3_prod_P1;m3_prod_P2;m3_prod_P3;m3_prod_P4;m1_stock_P1;m1_stock_P2;m1_stock_P3;m1_stock_P4;m2_stock_P1;m2_stock_P2;m2_stock_P3;m2_stock_P4;m3_stock_P1;m3_stock_P2;m3_stock_P3;m3_stock_P4;asAvgProfit;avgProfit;asMaxRisk;maxRisk;objective
147;0;194;147;0;0;0;0;0;3;0;3;0;0;0;0;0;200;0;200;50;50;50;50;608;5848.71;2240;1324.84;1.92586e-005
55;0;200;55;0;0;0;0;0;62;0;62;0;0;0;0;0;0;0;0;50;50;50;50;1416;2950.82;2240;1002.17;7.853622556252129e-006
61;0;200;61;0;0;0;0;0;73;0;73;0;0;0;0;0;0;0;0;50;50;50;50;2224;3194.37;2240;1026.26;4.965831701202259e-006
69;0;200;69;0;0;1;0;0;82;0;82;0;0;0;0;0;0;0;0;50;50;50;50;3032;3446.06;2240;1057.87;2.119606974400323e-006
123;0;200;123;0;0;111;0;0;153;0;153;0;0;0;0;0;0;0;0;50;50;50;50;3840;6048.84;2240;1699.06;1.13013e-005
136;0;0;136;0;0;0;0;0;166;321;166;0;0;0;0;0;0;0;0;50;50;50;50;4648;6496.29;2240;1783.15;9.456594350627847e-006
260;0;0;260;0;0;0;0;0;206;190;206;0;0;0;0;0;0;0;0;50;50;50;50;5456;7909.34;2240;1638.6;1.25522e-005
282;0;0;282;0;0;0;0;0;209;201;209;0;0;0;0;0;0;0;0;50;50;50;50;6264;8353.46;2240;1729.38;1.06905e-005
300;0;0;300;0;0;0;0;0;342;0;342;0;0;0;0;0;1;0;1;50;50;50;50;7072;9038.66;2240;1862.39;7.94646102622203e-006
122;0;0;122;0;0;0;0;0;354;334;354;0;0;0;0;0;0;0;0;50;50;50;50;7880;9055.26;2240;1952.01;6.013088573032272e-006
300;0;185;300;0;0;0;0;0;279;0;279;0;0;0;0;0;0;0;0;50;50;50;50;8688;9491.59;2240;1940.61;4.11158524879867e-006
300;0;0;300;0;0;0;0;0;327;94;327;0;0;0;0;0;0;0;0;50;50;50;50;9496;9504.17;2240;1907.1;4.21692668612675e-008
300;0;180;300;0;0;0;0;0;341;0;341;0;0;0;0;0;0;0;0;50;50;50;50;10304;10334.6;2240;2098.38;1.566583522506551e-007
300;0;162;300;0;0;0;0;0;400;9;400;0;0;0;0;0;0;0;0;50;50;50;50;11112;11105.6;2240;2240.95;-0.0003253633463320866
300;0;200;300;0;0;26;0;0;400;0;400;0;0;0;0;0;0;0;0;50;50;50;50;11920;11509.7;2240;2339.2;-0.02099363030615847
300;0;200;300;0;0;81;0;0;400;0;400;0;0;0;0;0;0;0;0;50;50;50;50;12728;11913.7;2240;2437.46;-0.04166189726598357
300;0;200;300;0;0;136;0;0;400;0;400;0;0;0;0;0;0;0;0;50;50;50;50;13536;12317.8;2240;2535.72;-0.0623301642258108
300;0;198;300;0;0;185;0;0;400;1;400;0;0;0;0;0;0;0;0;50;50;50;50;14344;12670.4;2240;2643.82;-0.08562940203545565
300;0;200;300;0;0;218;0;0;400;0;400;0;0;0;0;0;0;0;0;50;50;50;50;15152;12920.1;2240;2781.97;-0.1141906905566532
300;0;199;300;0;0;252;0;0;400;1;400;0;0;0;0;0;0;0;0;50;50;50;50;15960;13169.9;2240;2920.12;-0.1431225156234853
300;0;199;300;0;0;286;0;0;400;0;400;0;0;0;0;0;0;0;0;50;50;50;50;16768;13412.3;2240;3054.21;-0.1716890630321911
300;0;196;300;0;0;319;0;0;400;4;400;0;0;0;0;0;0;0;0;50;50;50;50;17576;13662.1;2240;3192.36;-0.2004120146524292
300;0;200;300;0;0;352;0;0;400;0;400;0;0;0;0;0;0;0;0;50;50;50;50;18384;13904.5;2240;3326.45;-0.2291874355077291
300;0;200;300;0;0;386;0;0;400;0;400;0;0;0;0;0;0;0;0;50;50;50;50;19192;14154.3;2240;3464.6;-0.2577487240289265
300;0;71;300;0;0;0;0;0;400;548;400;0;0;0;0;0;0;0;0;50;50;50;50;20000;14396.7;2240;3598.69;-0.2866858079832677
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;50;50;50;-200;-199.9999999999972;2560;2.813749233609997e-012;2.693319305628617e-009
147;0;194;147;0;0;0;0;0;3;0;3;0;0;0;0;0;200;0;200;50;50;50;50;608;5848.71;2560;1324.84;2.59923e-005
210;0;0;210;0;0;0;0;0;131;31;131;0;0;0;0;0;0;1;0;50;50;50;50;1416;4954.5;2560;1011.35;1.8105e-005
76;0;200;76;0;0;0;0;0;85;0;85;0;0;0;0;0;0;0;0;50;50;50;50;2224;3583.33;2560;1073.98;6.956081476871459e-006
81;0;200;81;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;50;50;50;50;3032;3869.07;2560;1098.76;4.28407663199411e-006
90;0;200;90;0;0;0;0;0;115;0;115;0;0;0;0;0;0;0;0;50;50;50;50;3840;4213.12;2560;1133.68;1.910417360503079e-006
277;0;0;277;0;0;0;0;0;206;198;206;0;0;0;0;0;0;0;0;50;50;50;50;4648;8215.95;2560;1701.62;1.80635e-005
298;0;0;298;0;0;0;0;0;226;133;226;0;0;0;0;0;0;0;0;50;50;50;50;5456;8328.4;2560;1699.47;1.46965e-005
1;0;0;1;0;0;0;0;0;359;444;359;0;0;0;0;0;0;0;0;50;50;50;50;6264;8170.2;2560;2096.04;9.763432575093427e-006
300;0;0;300;0;0;0;0;0;342;0;342;0;0;0;0;0;1;0;1;50;50;50;50;7072;9038.66;2560;1862.39;1.00624e-005
142;0;0;142;0;0;0;0;0;389;343;389;0;0;0;0;0;0;0;0;50;50;50;50;7880;9909.58;2560;2067.53;1.03841e-005
300;0;0;300;0;0;126;0;0;254;0;254;0;0;0;0;0;0;0;0;50;50;50;50;8688;8703.44;2560;1767.98;7.980952740467739e-008
300;0;0;300;0;0;0;0;0;327;94;327;0;0;0;0;0;0;0;0;50;50;50;50;9496;9504.17;2560;1907.1;4.250593177447107e-008
300;0;180;300;0;0;0;0;0;341;0;341;0;0;0;0;0;0;0;0;50;50;50;50;10304;10334.6;2560;2098.38;1.569950171638587e-007
300;0;0;300;0;0;186;0;0;317;147;317;0;0;0;0;0;0;0;0;50;50;50;50;11112;11118;2560;2369.68;3.094567854308517e-008
300;0;200;300;0;0;0;0;0;400;82;400;0;0;0;0;0;0;0;0;50;50;50;50;11920;11921.1;2560;2439.25;5.56220182756114e-009
300;0;200;300;0;0;171;0;0;400;0;400;0;0;0;0;0;0;0;0;50;50;50;50;12728;12574.9;2560;2598.24;-0.00804774354079005
300;0;199;300;0;0;206;0;0;400;0;400;0;0;0;0;0;0;0;0;50;50;50;50;13536;12824.6;2560;2729.15;-0.03639599804224626
300;0;200;300;0;0;239;0;0;400;0;400;0;0;0;0;0;0;0;0;50;50;50;50;14344;13074.4;2560;2867.3;-0.06495728656344352
300;0;200;300;0;0;273;0;0;400;0;400;0;0;0;0;0;0;0;0;50;50;50;50;15152;13324.2;2560;3005.45;-0.09373921404939531
300;0;198;300;0;0;307;0;0;400;1;400;0;0;0;0;0;0;0;0;50;50;50;50;15960;13566.6;2560;3139.54;-0.1224556590389815
300;0;200;300;0;0;339;0;0;400;1;400;0;0;0;0;0;0;0;0;50;50;50;50;16768;13816.4;2560;3277.69;-0.1510287130783393
300;0;200;300;0;0;373;0;0;400;0;400;0;0;0;0;0;0;0;0;50;50;50;50;17576;14058.8;2560;3411.78;-0.1799540315145195
300;0;200;300;0;0;407;0;0;400;0;400;0;0;0;0;0;0;0;0;50;50;50;50;18384;14308.6;2560;3549.93;-0.2085153200357168
300;0;200;300;0;0;439;0;0;400;2;400;0;0;0;0;0;0;0;0;50;50;50;50;19192;14558.3;2560;3688.09;-0.2373904643486379
300;0;127;300;0;0;1;0;0;400;546;400;0;0;0;0;0;0;0;0;50;50;50;50;20000;14800.7;2560;3822.17;-0.2660136925112552
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;50;50;50;-200;-199.9999999999972;2880;2.813749233609997e-012;3.029984218832194e-009
158;0;200;158;0;0;4;0;0;219;0;219;0;0;0;0;0;0;0;0;50;50;50;50;608;6709.57;2880;1406.28;3.10125e-005
167;0;0;167;0;0;0;0;0;93;30;93;0;0;0;0;0;0;1;0;50;50;50;50;1416;3781.05;2880;784.133;1.21021e-005
86;0;200;86;0;0;0;0;0;110;0;110;0;0;0;0;0;0;0;0;50;50;50;50;2224;4083.85;2880;1119.5;9.517109597244841e-006
198;0;0;198;0;0;0;0;0;256;234;256;0;0;0;0;0;0;0;0;50;50;50;50;3032;8038.12;2880;1673.93;2.53802e-005
90;0;200;90;0;0;0;0;0;119;0;119;0;0;0;0;0;0;0;0;50;50;50;50;3840;4269.87;2880;1136.91;2.201126428935385e-006
233;0;0;233;0;0;123;0;0;157;0;157;0;0;0;0;0;0;0;0;50;50;50;50;4648;6328.24;2880;1309.76;8.597963223916733e-006
230;0;0;230;0;0;0;0;0;178;360;178;0;0;0;0;0;0;0;0;50;50;50;50;5456;8323.51;2880;2189.76;1.45252e-005
16;0;0;16;0;0;0;0;0;368;478;368;0;0;0;0;0;0;0;0;50;50;50;50;6264;8766.36;2880;2279.5;1.26367e-005
300;0;0;300;0;0;0;0;0;342;0;342;0;0;0;0;0;1;0;1;50;50;50;50;7072;9038.66;2880;1862.39;1.00628e-005
162;0;0;162;0;0;0;0;0;396;337;396;0;0;0;0;0;0;0;0;50;50;50;50;7880;10256.4;2880;2131.18;1.21588e-005
298;0;176;298;0;0;0;0;0;282;0;282;0;0;0;0;0;0;0;0;50;50;50;50;8688;9438.88;2880;1926.86;3.842622397277723e-006
300;0;0;300;0;0;0;0;0;327;94;327;0;0;0;0;0;0;0;0;50;50;50;50;9496;9504.17;2880;1907.1;4.284259668767465e-008
300;0;180;300;0;0;0;0;0;341;0;341;0;0;0;0;0;0;0;0;50;50;50;50;10304;10334.6;2880;2098.38;1.573316820770622e-007
299;0;200;299;0;0;167;0;0;329;0;329;0;0;0;0;0;0;0;0;50;50;50;50;11112;11523.5;2880;2514.97;2.105517633339346e-006
300;0;0;300;0;0;460;0;0;308;0;308;0;0;0;0;0;0;0;0;50;50;50;50;11920;11923.3;2880;2878.47;1.671311165106829e-008
300;0;200;300;0;0;247;0;0;372;0;372;0;0;0;0;0;0;0;0;50;50;50;50;12728;12735.9;2880;2877.23;4.030418006356672e-008
300;0;199;300;0;0;260;0;0;400;1;400;0;0;0;0;0;0;0;0;50;50;50;50;13536;13228.7;2880;2952.63;-0.01572388257023387
300;0;200;300;0;0;294;0;0;400;0;400;0;0;0;0;0;0;0;0;50;50;50;50;14344;13478.4;2880;3090.78;-0.04435591247530543
300;0;200;300;0;0;327;0;0;400;0;400;0;0;0;0;0;0;0;0;50;50;50;50;15152;13720.9;2880;3224.87;-0.07322225504577194
300;0;200;300;0;0;361;0;0;400;0;400;0;0;0;0;0;0;0;0;50;50;50;50;15960;13970.6;2880;3363.02;-0.1017835435669692
300;0;200;300;0;0;394;0;0;400;1;400;0;0;0;0;0;0;0;0;50;50;50;50;16768;14220.4;2880;3501.17;-0.1307176637456041
300;0;200;300;0;0;428;0;0;400;0;400;0;0;0;0;0;0;0;0;50;50;50;50;17576;14462.8;2880;3635.26;-0.1592819160425073
300;0;200;300;0;0;462;0;0;400;0;400;0;0;0;0;0;0;0;0;50;50;50;50;18384;14712.6;2880;3773.41;-0.188007162774548
300;0;200;300;0;0;495;0;0;400;0;400;0;0;0;0;0;0;0;0;50;50;50;50;19192;14955;2880;3907.5;-0.2167802885180453
300;0;180;300;0;0;1;0;0;400;548;400;0;0;0;0;0;0;0;0;50;50;50;50;20000;15204.8;2880;4045.66;-0.2453415770392431
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;50;50;50;-200;-199.9999999999972;3200;2.813749233609997e-012;3.366649132035771e-009
149;0;195;149;0;0;0;0;0;6;0;6;0;0;0;0;0;195;0;195;50;50;50;50;608;5866.83;3200;1332.37;2.69068e-005
167;0;0;167;0;0;0;0;0;93;30;93;0;0;0;0;0;0;1;0;50;50;50;50;1416;3781.05;3200;784.133;1.21025e-005
92;0;200;92;0;0;0;0;0;108;0;108;0;0;0;0;0;0;0;0;50;50;50;50;2224;4142.95;3200;1133.11;9.81977842047797e-006
214;0;0;214;0;0;0;0;0;266;254;266;0;0;0;0;0;0;0;0;50;50;50;50;3032;8560.2;3200;1789.4;2.82845e-005
109;0;0;109;0;0;0;0;0;265;405;265;0;0;0;0;0;0;0;0;50;50;50;50;3840;8124.47;3200;2135.78;2.1921e-005
233;0;0;233;0;0;123;0;0;157;0;157;0;0;0;0;0;0;0;0;50;50;50;50;4648;6328.24;3200;1309.76;8.598299888829936e-006
246;0;0;246;0;0;0;0;0;205;378;205;0;0;0;0;0;0;0;0;50;50;50;50;5456;9072.12;3200;2325.25;1.84079e-005
0;0;0;0;0;0;0;0;0;398;433;398;0;0;0;0;0;0;0;0;50;50;50;50;6264;8628.19;3200;2080.24;1.20967e-005
300;0;0;300;0;0;0;0;0;342;0;342;0;0;0;0;0;1;0;1;50;50;50;50;7072;9038.66;3200;1862.39;1.00631e-005
147;0;0;147;0;0;0;0;0;400;353;400;0;0;0;0;0;0;0;0;50;50;50;50;7880;10212;3200;2129.71;1.19321e-005
300;0;186;300;0;0;0;0;0;295;0;295;0;0;0;0;0;0;0;0;50;50;50;50;8688;9725.96;3200;1985.42;5.311635103946169e-006
300;0;0;300;0;0;0;0;0;327;94;327;0;0;0;0;0;0;0;0;50;50;50;50;9496;9504.17;3200;1907.1;4.317926160579804e-008
300;0;180;300;0;0;0;0;0;341;0;341;0;0;0;0;0;0;0;0;50;50;50;50;10304;10334.6;3200;2098.38;1.576683469902658e-007
300;0;200;300;0;0;0;0;0;335;186;335;0;0;0;0;0;0;0;0;50;50;50;50;11112;11762.8;3200;2599.55;3.330010619864816e-006
300;0;200;300;0;0;82;0;0;400;0;400;0;0;0;0;0;0;0;0;50;50;50;50;11920;11921.1;3200;2439.25;6.235531653969987e-009
298;0;200;298;0;0;318;0;0;353;0;353;0;0;0;0;0;0;0;0;50;50;50;50;12728;12958.7;3200;3145.34;1.150286366373858e-006
300;0;200;300;0;0;304;0;0;400;0;400;0;0;0;0;0;0;0;0;50;50;50;50;13536;13551.9;3200;3131.41;8.144831372029085e-008
300;0;200;300;0;0;348;0;0;400;0;400;0;0;0;0;0;0;0;0;50;50;50;50;14344;13875.1;3200;3310.2;-0.02398885105256227
300;0;199;300;0;0;383;0;0;400;0;400;0;0;0;0;0;0;0;0;50;50;50;50;15152;14124.9;3200;3448.35;-0.05255013957375972
300;0;198;300;0;0;416;0;0;400;2;400;0;0;0;0;0;0;0;0;50;50;50;50;15960;14374.7;3200;3586.5;-0.08133436217151409
300;0;200;300;0;0;449;0;0;400;0;400;0;0;0;0;0;0;0;0;50;50;50;50;16768;14617.1;3200;3720.59;-0.1100485120492977
300;0;200;300;0;0;482;0;0;400;1;400;0;0;0;0;0;0;0;0;50;50;50;50;17576;14866.9;3200;3858.74;-0.138623861200458
300;0;200;300;0;0;500;0;0;400;16;400;0;0;0;0;0;0;0;0;50;50;50;50;18384;15109.3;3200;3992.83;-0.1675468845248357
300;0;200;300;0;0;500;0;0;400;50;400;0;0;0;0;0;0;0;0;50;50;50;50;19192;15359.1;3200;4130.99;-0.196108173046033
300;0;199;300;0;0;37;0;0;400;548;400;0;0;0;0;0;0;0;0;50;50;50;50;20000;15608.8;3200;4269.14;-0.2249856124707567
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;50;50;50;-200;-199.9999999999972;3520;2.813749233609997e-012;3.703314045239348e-009
102;0;0;102;0;0;417;0;0;144;0;144;0;0;0;0;0;0;0;0;50;50;50;50;608;6393.67;3520;2069.24;2.96018e-005
167;0;0;167;0;0;0;0;0;93;30;93;0;0;0;0;0;0;1;0;50;50;50;50;1416;3781.05;3520;784.133;1.21028e-005
91;0;200;91;0;0;0;0;0;116;0;116;0;0;0;0;0;0;0;0;50;50;50;50;2224;4241.89;3520;1137.03;1.03263e-005
12;0;0;12;0;0;0;0;0;299;92;299;0;0;0;0;0;0;0;0;50;50;50;50;3032;4893.38;3520;1239.8;9.525436415436183e-006
94;0;200;94;0;0;0;0;0;120;0;120;0;0;0;0;0;0;0;0;50;50;50;50;3840;4342.38;3520;1147.86;2.572738433027884e-006
233;0;0;233;0;0;123;0;0;157;0;157;0;0;0;0;0;0;0;0;50;50;50;50;4648;6328.24;3520;1309.76;8.59863655374314e-006
264;0;0;264;0;0;0;0;0;205;412;205;0;0;0;0;0;0;0;0;50;50;50;50;5456;9584.31;3520;2509.07;2.1122e-005
0;0;0;0;0;0;0;0;0;400;448;400;0;0;0;0;0;0;0;0;50;50;50;50;6264;8766.76;3520;2142.81;1.28059e-005
300;0;0;300;0;0;0;0;0;342;0;342;0;0;0;0;0;1;0;1;50;50;50;50;7072;9038.66;3520;1862.39;1.00635e-005
127;0;0;127;0;0;0;0;0;400;344;400;0;0;0;0;0;0;0;0;50;50;50;50;7880;9854.32;3520;2054.12;1.01024e-005
300;0;183;300;0;0;0;0;0;275;0;275;0;0;0;0;0;0;0;0;50;50;50;50;8688;9420.14;3520;1926.28;3.747403550614199e-006
300;0;0;300;0;0;0;0;0;327;94;327;0;0;0;0;0;0;0;0;50;50;50;50;9496;9504.17;3520;1907.1;4.351592651408181e-008
300;0;180;300;0;0;0;0;0;341;0;341;0;0;0;0;0;0;0;0;50;50;50;50;10304;10334.6;3520;2098.38;1.580050119034592e-007
300;0;200;300;0;0;187;0;0;336;0;336;0;0;0;0;0;0;0;0;50;50;50;50;11112;11784.3;3520;2604.42;3.440519928972119e-006
299;0;200;299;0;0;330;0;0;274;0;274;0;0;0;0;0;0;0;0;50;50;50;50;11920;11940.5;3520;3132.95;1.052026502214681e-007
297;0;199;297;0;0;398;0;0;297;0;297;0;0;0;0;0;0;0;0;50;50;50;50;12728;12729.9;3520;3418.66;9.667261016234298e-009
300;0;200;300;0;0;402;0;0;368;0;368;0;0;0;0;0;0;0;0;50;50;50;50;13536;13817.8;3520;3503.82;3.405225511766332e-007
300;0;200;300;0;0;403;0;0;400;0;400;0;0;0;0;0;0;0;0;50;50;50;50;14344;14279.2;3520;3533.68;-0.003316735580550077
300;0;137;300;0;0;500;0;0;400;0;400;0;0;0;0;0;0;0;0;50;50;50;50;15152;14528.9;3520;3671.83;-0.03195106059742422
300;0;194;300;0;0;471;0;0;400;5;400;0;0;0;0;0;0;0;0;50;50;50;50;15960;14771.4;3520;3805.92;-0.06081510805608809
300;0;200;300;0;0;500;0;0;400;4;400;0;0;0;0;0;0;0;0;50;50;50;50;16768;15021.1;3520;3944.07;-0.08937639657728531
300;0;200;300;0;0;500;0;0;400;38;400;0;0;0;0;0;0;0;0;50;50;50;50;17576;15270.9;3520;4082.23;-0.1183128118677229
300;0;200;300;0;0;499;0;0;400;72;400;0;0;0;0;0;0;0;0;50;50;50;50;18384;15513.3;3520;4216.31;-0.1468747690528234
300;0;200;300;0;0;500;0;0;400;105;400;0;0;0;0;0;0;0;0;50;50;50;50;19192;15763.1;3520;4354.47;-0.1756023108966666
300;0;200;300;0;0;90;0;0;400;548;400;0;0;0;0;0;0;0;0;50;50;50;50;20000;16005.5;3520;4488.56;-0.204373141528362
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;50;50;50;-200;-199.9999999999972;3840;2.813749233609997e-012;4.039978958442925e-009
159;0;0;159;0;0;0;0;0;214;369;214;0;0;0;0;0;0;0;0;50;50;50;50;608;7865.31;3840;2075.23;3.71372e-005
167;0;0;167;0;0;0;0;0;93;30;93;0;0;0;0;0;0;1;0;50;50;50;50;1416;3781.05;3840;784.133;1.21031e-005
90;0;200;90;0;0;0;0;0;125;0;125;0;0;0;0;0;0;0;0;50;50;50;50;2224;4355.01;3840;1141.74;1.09054e-005
250;0;0;250;0;0;0;0;0;322;294;322;0;0;0;0;0;0;0;0;50;50;50;50;3032;10173.5;3840;2107.63;3.65386e-005
90;0;200;90;0;0;0;0;0;121;0;121;0;0;0;0;0;0;0;0;50;50;50;50;3840;4298.25;3840;1138.52;2.347322625434545e-006
233;0;0;233;0;0;123;0;0;157;0;157;0;0;0;0;0;0;0;0;50;50;50;50;4648;6328.24;3840;1309.76;8.598973218656344e-006
280;0;0;280;0;0;0;0;0;238;426;238;0;0;0;0;0;0;0;0;50;50;50;50;5456;10388.7;3840;2633.15;2.52374e-005
0;0;0;0;0;0;0;0;0;400;434;400;0;0;0;0;0;0;0;0;50;50;50;50;6264;8663.92;3840;2085.92;1.22801e-005
300;0;0;300;0;0;0;0;0;342;0;342;0;0;0;0;0;1;0;1;50;50;50;50;7072;9038.66;3840;1862.39;1.00638e-005
131;0;0;131;0;0;0;0;0;400;346;400;0;0;0;0;0;0;0;0;50;50;50;50;7880;9927.33;3840;2069.16;1.04763e-005
299;0;161;299;0;0;0;0;0;272;0;272;0;0;0;0;0;0;0;0;50;50;50;50;8688;9201.38;3840;1876.04;2.628578157021867e-006
300;0;0;300;0;0;0;0;0;327;94;327;0;0;0;0;0;0;0;0;50;50;50;50;9496;9504.17;3840;1907.1;4.385259142728538e-008
300;0;180;300;0;0;0;0;0;341;0;341;0;0;0;0;0;0;0;0;50;50;50;50;10304;10334.6;3840;2098.38;1.58341676816673e-007
300;0;200;300;0;0;0;0;0;335;186;335;0;0;0;0;0;0;0;0;50;50;50;50;11112;11762.8;3840;2599.55;3.330683949691224e-006
300;0;200;300;0;0;82;0;0;400;0;400;0;0;0;0;0;0;0;0;50;50;50;50;11920;11921.1;3840;2439.25;6.908861480377142e-009
297;0;199;297;0;0;398;0;0;297;0;297;0;0;0;0;0;0;0;0;50;50;50;50;12728;12729.9;3840;3418.66;1.000392592943788e-008
300;0;185;300;0;0;500;0;0;347;0;347;0;0;0;0;0;0;0;0;50;50;50;50;13536;14129.5;3840;3824.15;3.337565689553598e-007
300;0;200;300;0;0;455;0;0;379;0;379;0;0;0;0;0;0;0;0;50;50;50;50;14344;14363.2;3840;3728.04;9.834424072800879e-008
300;0;200;300;0;0;491;0;0;400;0;400;0;0;0;0;0;0;0;0;50;50;50;50;15152;14925.6;3840;3891.25;-0.01158170406287861
300;0;200;300;0;0;499;0;0;400;26;400;0;0;0;0;0;0;0;0;50;50;50;50;15960;15175.4;3840;4029.4;-0.04014299258407578
300;0;200;300;0;0;500;0;0;400;59;400;0;0;0;0;0;0;0;0;50;50;50;50;16768;15425.2;3840;4167.55;-0.06892951029363299
300;0;200;300;0;0;499;0;0;400;93;400;0;0;0;0;0;0;0;0;50;50;50;50;17576;15667.6;3840;4301.64;-0.09764136505961382
300;0;200;300;0;0;500;0;0;400;126;400;0;0;0;0;0;0;0;0;50;50;50;50;18384;15917.4;3840;4439.8;-0.1262190093225769
300;0;200;300;0;0;500;0;0;400;159;400;0;0;0;0;0;0;0;0;50;50;50;50;19192;16159.8;3840;4573.88;-0.155139737535152
300;0;200;300;0;0;145;0;0;400;548;400;0;0;0;0;0;0;0;0;50;50;50;50;20000;16409.6;3840;4712.04;-0.1837010260563498
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;50;50;50;-200;-199.9999999999972;4160;2.813749233609997e-012;4.376643871646503e-009
175;0;0;175;0;0;0;0;0;233;392;233;0;0;0;0;0;0;0;0;50;50;50;50;608;8537.14;4160;2224.59;4.05685e-005
167;0;0;167;0;0;0;0;0;93;30;93;0;0;0;0;0;0;1;0;50;50;50;50;1416;3781.05;4160;784.133;1.21035e-005
91;0;200;91;0;0;0;0;0;120;0;120;0;0;0;0;0;0;0;0;50;50;50;50;2224;4298.64;4160;1140.25;1.06173e-005
94;0;200;94;0;0;0;0;0;124;0;124;0;0;0;0;0;0;0;0;50;50;50;50;3032;4399.14;4160;1151.09;6.997617491180269e-006
96;0;200;96;0;0;0;0;0;124;0;124;0;0;0;0;0;0;0;0;50;50;50;50;3840;4428.3;4160;1156.16;3.012956953066552e-006
233;0;0;233;0;0;123;0;0;157;0;157;0;0;0;0;0;0;0;0;50;50;50;50;4648;6328.24;4160;1309.76;8.599309883569548e-006
295;0;0;295;0;0;0;0;0;251;456;251;0;0;0;0;0;0;0;0;50;50;50;50;5456;11012.2;4160;2803.58;2.84277e-005
0;0;0;0;0;0;0;0;0;400;427;400;0;0;0;0;0;0;0;0;50;50;50;50;6264;8612.49;4160;2057.48;1.20174e-005
300;0;0;300;0;0;0;0;0;342;0;342;0;0;0;0;0;1;0;1;50;50;50;50;7072;9038.66;4160;1862.39;1.00641e-005
131;0;0;131;0;0;0;0;0;400;346;400;0;0;0;0;0;0;0;0;50;50;50;50;7880;9927.33;4160;2069.16;1.04766e-005
299;0;161;299;0;0;0;0;0;272;0;272;0;0;0;0;0;0;0;0;50;50;50;50;8688;9201.38;4160;1876.04;2.628914821935071e-006
300;0;0;300;0;0;0;0;0;327;94;327;0;0;0;0;0;0;0;0;50;50;50;50;9496;9504.17;4160;1907.1;4.418925634048896e-008
185;0;200;185;0;0;349;0;0;400;0;400;0;0;0;0;0;0;0;0;50;50;50;50;10304;12205.9;4160;3022.52;9.731435821975492e-006
160;0;200;160;0;0;268;0;0;253;363;253;0;0;0;0;0;0;0;0;50;50;50;50;11112;11827.2;4160;3986.45;3.659188048817546e-006
161;0;200;161;0;0;500;0;0;297;132;297;0;0;0;0;0;0;0;0;50;50;50;50;11920;12473.4;4160;4028.52;2.831617099381717e-006
297;0;199;297;0;0;398;0;0;297;0;297;0;0;0;0;0;0;0;0;50;50;50;50;12728;12729.9;4160;3418.66;1.034059084264145e-008
300;0;18;300;0;0;0;0;0;374;548;374;0;0;0;0;0;0;0;0;50;50;50;50;13536;13638.4;4160;3362.38;5.249693710740556e-007
300;0;200;300;0;0;455;0;0;379;0;379;0;0;0;0;0;0;0;0;50;50;50;50;14344;14363.2;4160;3728.04;9.868090564121237e-008
299;0;200;299;0;0;500;0;0;400;26;400;0;0;0;0;0;0;0;0;50;50;50;50;15152;15168.2;4160;4030.93;8.286388128031385e-008
300;0;200;300;0;0;500;0;0;400;80;400;0;0;0;0;0;0;0;0;50;50;50;50;15960;15579.4;4160;4252.88;-0.019546208719543
300;0;200;300;0;0;500;0;0;400;113;400;0;0;0;0;0;0;0;0;50;50;50;50;16768;15821.9;4160;4386.97;-0.04840796106640421
300;0;200;300;0;0;499;0;0;400;148;400;0;0;0;0;0;0;0;0;50;50;50;50;17576;16071.6;4160;4525.13;-0.0769692495876016
300;0;200;300;0;0;500;0;0;400;180;400;0;0;0;0;0;0;0;0;50;50;50;50;18384;16314.1;4160;4659.21;-0.1059063335419422
300;0;200;300;0;0;499;0;0;400;215;400;0;0;0;0;0;0;0;0;50;50;50;50;19192;16563.8;4160;4797.37;-0.1344676220631396
300;0;199;300;0;0;201;0;0;400;548;400;0;0;0;0;0;0;0;0;50;50;50;50;20000;16813.6;4160;4935.52;-0.1631974590187854
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;50;50;50;-200;-199.9999999999972;4480;2.813749233609997e-012;4.71330878485008e-009
102;0;82;102;0;0;9;0;0;144;0;144;0;0;0;0;0;0;0;0;50;50;50;50;608;3998.83;4480;842.137;1.73517e-005
167;0;0;167;0;0;0;0;0;93;30;93;0;0;0;0;0;0;1;0;50;50;50;50;1416;3781.05;4480;784.133;1.21038e-005
94;0;200;94;0;0;0;0;0;125;0;125;0;0;0;0;0;0;0;0;50;50;50;50;2224;4413.33;4480;1151.89;1.12044e-005
